Advert ID	Title	LGA	Locality	Description	Newspaper	Advert Date	Expiry Date	Longtitude	Latitiude	HTML	Cluster Id	Date	Comments
723045747	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	OBERON COUNCIL	OBERON	Crown Roads at Oberon, within the property known as 'Wattlegrove' at 283 O'Connell Road.	Oberon Review	07 April 2022	05 May 2022	149.8583247	-33.70425145	<p><br/></p> <p><b>PROPOSED ROAD DISPOSAL SECTION 152D ROADS ACT 1993</b></p> <p>In accordance with section 152D of the <i>Roads Act 1993</i>, notice is hereby given of the proposed sale of the Crown public roads listed in Schedule 1. If a sale proceeds, the road(s) will cease to be a public road upon transfer of the road to freehold land in accordance with section 152H of the Act. </p> <p>Schedule 1:</p> <ul> <li><p>Crown Roads at Oberon, within the property known as 'Wattlegrove' at 283 O'Connell Road. (File ref: 22/00578, Cluster: 632909)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to Department of Planning and Environment - Crown Lands, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.</p> <p>Any person is entitled to make submissions with respect to the sale or disposal of the road. Please note that submissions may be referred to third parties (such as council or the applicant) for consideration in accordance with the <i>Government Information (Public Access) Act 2009</i>. </p> <p>For further enquiries please visit the website www.industry.nsw.gov.au/lands/access/roads or contact Megan Egen by email at megan.egen@crownland.nsw.gov.au or on T:(02) 6640 3905 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>	723045749		
723116526	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	KEMPSEY SHIRE COUNCIL	MOPARRABAH	Crown roads at Moparrabah, west of Banda Trail, north of Hell Creek, south of Dummys Gully.	Macleay Argus	08 April 2022	06 May 2022	152.5314157	-30.97532622	<p><br/></p> <p><b>PROPOSED ROAD DISPOSAL SECTION 152D ROADS ACT 1993</b></p> <p>In accordance with section 152D of the <i>Roads Act 1993</i>, notice is hereby given of the proposed sale of the Crown public roads listed in Schedule 1. If a sale proceeds, the road(s) will cease to be a public road upon transfer of the road to freehold land in accordance with section 152H of the Act. </p> <p>Schedule 1:</p> <ul> <li><p>Crown roads at Moparrabah, west of Banda Trail, north of Hell Creek, south of Dummys Gully. (File ref: 21/07690, Cluster: 631680)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to Department of Planning and Environment - Crown Lands, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.</p> <p>Any person is entitled to make submissions with respect to the sale or disposal of the road. Please note that submissions may be referred to third parties (such as council or the applicant) for consideration in accordance with the <i>Government Information (Public Access) Act 2009</i>. </p> <p>For further enquiries please visit the website www.industry.nsw.gov.au/lands/access/roads or contact Leanne Stokes by email at leanne.stokes@crownland.nsw.gov.au or on T:02 4920 5076 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>	723116528		
723116529	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	BLAYNEY SHIRE COUNCIL	MOORILDA, BARRY	Crown roads at Moorilda; within the property known as 'Fairview Downs' 410 Moorilda Road.	Western Advocate	08 April 2022	06 May 2022	149.3367359	-33.61672714	<p><br/></p> <p><b>PROPOSED ROAD DISPOSAL SECTION 152D ROADS ACT 1993</b></p> <p>In accordance with section 152D of the <i>Roads Act 1993</i>, notice is hereby given of the proposed sale of the Crown public roads listed in Schedule 1. If a sale proceeds, the road(s) will cease to be a public road upon transfer of the road to freehold land in accordance with section 152H of the Act. </p> <p>Schedule 1:</p> <ul> <li><p>Crown roads at Moorilda; within the property known as 'Fairview Downs' 410 Moorilda Road. (File ref: 22/00478, Cluster: 632820)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to Department of Planning and Environment - Crown Lands, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.</p> <p>Any person is entitled to make submissions with respect to the sale or disposal of the road. Please note that submissions may be referred to third parties (such as council or the applicant) for consideration in accordance with the <i>Government Information (Public Access) Act 2009</i>. </p> <p>For further enquiries please visit the website www.industry.nsw.gov.au/lands/access/roads or contact Megan Egen by email at megan.egen@crownland.nsw.gov.au or on T:(02) 6640 3905 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>	723116531		
723116532	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	MID-WESTERN REGIONAL COUNCIL	MAITLAND BAR	Crown Road at Maitland Bar within and adjoining property at 770 Maitland Bar Road.	Mudgee Guardian	08 April 2022	06 May 2022	149.4431686	-32.74003393	<p><br/></p> <p><b>PROPOSED ROAD DISPOSAL SECTION 152D ROADS ACT 1993</b></p> <p>In accordance with section 152D of the <i>Roads Act 1993</i>, notice is hereby given of the proposed sale of the Crown public roads listed in Schedule 1. If a sale proceeds, the road(s) will cease to be a public road upon transfer of the road to freehold land in accordance with section 152H of the Act. </p> <p>Schedule 1:</p> <ul> <li><p>Crown Road at Maitland Bar within and adjoining property at 770 Maitland Bar Road. (File ref: 22/01392, Cluster: 633443)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to Department of Planning and Environment - Crown Lands, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.</p> <p>Any person is entitled to make submissions with respect to the sale or disposal of the road. Please note that submissions may be referred to third parties (such as council or the applicant) for consideration in accordance with the <i>Government Information (Public Access) Act 2009</i>. </p> <p>For further enquiries please visit the website www.industry.nsw.gov.au/lands/access/roads or contact Megan Egen by email at megan.egen@crownland.nsw.gov.au or on T:(02) 6640 3905 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>	723116534		
723940263	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	SNOWY MONARO REGIONAL COUNCIL	KYBEYAN	Crown roads at Kybeyan, within and/or adjoining Lot 120 DP750547 which is east of the property known as 'South Kydra Homestead' and north of the property known as 'Stanhenge' at 1040 Kybeyan Road.	Monaro Post	20 April 2022	18 May 2022	149.4229853	-36.36185961	<p><br/></p> <p><b>PROPOSED ROAD DISPOSAL SECTION 152D ROADS ACT 1993</b></p> <p>In accordance with section 152D of the <i>Roads Act 1993</i>, notice is hereby given of the proposed sale of the Crown public roads listed in Schedule 1. If a sale proceeds, the road(s) will cease to be a public road upon transfer of the road to freehold land in accordance with section 152H of the Act. </p> <p>Schedule 1:</p> <ul> <li><p>Crown roads at Kybeyan, within and/or adjoining Lot 120 DP750547 which is east of the property known as 'South Kydra Homestead' and north of the property known as 'Stanhenge' at 1040 Kybeyan Road. (File ref: 20/05892, Cluster: 621027)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to Department of Planning and Environment - Crown Lands, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.</p> <p>Any person is entitled to make submissions with respect to the sale or disposal of the road. Please note that submissions may be referred to third parties (such as council or the applicant) for consideration in accordance with the <i>Government Information (Public Access) Act 2009</i>. </p> <p>For further enquiries please visit the website www.industry.nsw.gov.au/lands/access/roads or contact Mandy Ade by email at mandy.ade@crownland.nsw.gov.au or on T:02 6640 3923 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>	723940265		
723940266	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	SNOWY MONARO REGIONAL COUNCIL	CRACKENBACK	Crown roads at Crackenback, roads are within and adjoining Lots 5 & 6 DP245722 on Wollondibby Rd.	Monaro Post	30 March 2022	27 April 2022	148.512915	-36.44088136	<p><br/></p> <p><b>PROPOSED ROAD DISPOSAL SECTION 152D ROADS ACT 1993</b></p> <p>In accordance with section 152D of the <i>Roads Act 1993</i>, notice is hereby given of the proposed sale of the Crown public roads listed in Schedule 1. If a sale proceeds, the road(s) will cease to be a public road upon transfer of the road to freehold land in accordance with section 152H of the Act. </p> <p>Schedule 1:</p> <ul> <li><p>Crown roads at Crackenback, roads are within and adjoining Lots 5 &amp; 6 DP245722 on Wollondibby Rd. (File ref: 22/01566, Cluster: 633574)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to Department of Planning and Environment - Crown Lands, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.</p> <p>Any person is entitled to make submissions with respect to the sale or disposal of the road. Please note that submissions may be referred to third parties (such as council or the applicant) for consideration in accordance with the <i>Government Information (Public Access) Act 2009</i>. </p> <p>For further enquiries please visit the website www.industry.nsw.gov.au/lands/access/roads or contact Ashleigh Gibbins by email at ashleigh.gibbins@crownland.nsw.gov.au or on T:02 6640 3924 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>	723940268		
723940269	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	BYRON SHIRE COUNCIL	POSSUM CREEK	Crown road at Possum Creek, within the property addressed 25 Tallowood Road.	Byron Shire Echo	27 April 2022	25 May 2022	153.4919	-28.66952593	<p><br/></p> <p><b>PROPOSED ROAD DISPOSAL SECTION 152D ROADS ACT 1993</b></p> <p>In accordance with section 152D of the <i>Roads Act 1993</i>, notice is hereby given of the proposed sale of the Crown public roads listed in Schedule 1. If a sale proceeds, the road(s) will cease to be a public road upon transfer of the road to freehold land in accordance with section 152H of the Act. </p> <p>Schedule 1:</p> <ul> <li><p>Crown road at Possum Creek, within the property addressed 25 Tallowood Road. (File ref: 22/02114, Cluster: 633921)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to Department of Planning and Environment - Crown Lands, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.</p> <p>Any person is entitled to make submissions with respect to the sale or disposal of the road. Please note that submissions may be referred to third parties (such as council or the applicant) for consideration in accordance with the <i>Government Information (Public Access) Act 2009</i>. </p> <p>For further enquiries please visit the website www.industry.nsw.gov.au/lands/access/roads or contact Cassandra Hewat by email at cassandra.hewat@crownland.nsw.gov.au or on T:02 6640 3948 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>	723940271		
724513849	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	BATHURST REGIONAL COUNCIL	SOFALA	Crown road at Sofala, south of Denison St. and east of Sofala Rd.	Western Advocate	07 May 2022	04 June 2022	149.6905182	-33.08087617	<p><br/></p> <p><b>PROPOSED ROAD DISPOSAL SECTION 152D ROADS ACT 1993</b></p> <p>In accordance with section 152D of the <i>Roads Act 1993</i>, notice is hereby given of the proposed sale of the Crown public roads listed in Schedule 1. If a sale proceeds, the road(s) will cease to be a public road upon transfer of the road to freehold land in accordance with section 152H of the Act. </p> <p>Schedule 1:</p> <ul> <li><p>Crown road at Sofala, south of Denison St. and east of Sofala Rd. (File ref: 22/02067, Cluster: 633875)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to Department of Planning and Environment - Crown Lands, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.</p> <p>Any person is entitled to make submissions with respect to the sale or disposal of the road. Please note that submissions may be referred to third parties (such as council or the applicant) for consideration in accordance with the <i>Government Information (Public Access) Act 2009</i>. </p> <p>For further enquiries please visit the website www.industry.nsw.gov.au/lands/access/roads or contact Traci Ostler by email at traci.ostler@crownland.nsw.gov.au or on T:(02) 49205139 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>	724513851		
725252330	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	BLAND SHIRE COUNCIL	RANKINS SPRINGS	Crown road at Rankins Springs within the property `Bimbil' 193 Naismiths Lane	Griffith Area News	13 May 2022	10 June 2022	146.2621481	-33.84143362	<p><br/></p> <p><b>PROPOSED ROAD DISPOSAL SECTION 152D ROADS ACT 1993</b></p> <p>In accordance with section 152D of the <i>Roads Act 1993</i>, notice is hereby given of the proposed sale of the Crown public roads listed in Schedule 1. If a sale proceeds, the road(s) will cease to be a public road upon transfer of the road to freehold land in accordance with section 152H of the Act. </p> <p>Schedule 1:</p> <ul> <li><p>Crown road at Rankins Springs within the property `Bimbil' 193 Naismiths Lane (File ref: 21/07677, Cluster: 631502)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to Department of Planning and Environment - Crown Lands, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.</p> <p>Any person is entitled to make submissions with respect to the sale or disposal of the road. Please note that submissions may be referred to third parties (such as council or the applicant) for consideration in accordance with the <i>Government Information (Public Access) Act 2009</i>. </p> <p>For further enquiries please visit the website www.industry.nsw.gov.au/lands/access/roads or contact Cath Dee by email at cath.dee@crownland.nsw.gov.au or on T:02 4925 4106 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>	725252332		
725252333	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	DUBBO REGIONAL COUNCIL	STUART TOWN	Crown roads at Stuart Town, within and adjoining the property known as Binnowee at 256 Merrimount Road.	Orange Central Western Daily	13 May 2022	10 June 2022	149.0772632	-32.80568838	<p><br/></p> <p><b>PROPOSED ROAD DISPOSAL SECTION 152D ROADS ACT 1993</b></p> <p>In accordance with section 152D of the <i>Roads Act 1993</i>, notice is hereby given of the proposed sale of the Crown public roads listed in Schedule 1. If a sale proceeds, the road(s) will cease to be a public road upon transfer of the road to freehold land in accordance with section 152H of the Act. </p> <p>Schedule 1:</p> <ul> <li><p>Crown roads at Stuart Town, within and adjoining the property known as Binnowee at 256 Merrimount Road. (File ref: 21/08014, Cluster: 631951)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to Department of Planning and Environment - Crown Lands, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.</p> <p>Any person is entitled to make submissions with respect to the sale or disposal of the road. Please note that submissions may be referred to third parties (such as council or the applicant) for consideration in accordance with the <i>Government Information (Public Access) Act 2009</i>. </p> <p>For further enquiries please visit the website www.industry.nsw.gov.au/lands/access/roads or contact Kristy Smidt by email at kristy.smidt@crownland.nsw.gov.au or on T: 02 6640 3957 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>	725252335		
725252336	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	UPPER LACHLAN SHIRE COUNCIL	BIG HILL	Crown roads at Big Hill within and adjoining the property at 2060 Brayton Road also known as Glendusk.	Goulburn Post	11 May 2022	08 June 2022	149.9928024	-34.54894901	<p><br/></p> <p><b>PROPOSED ROAD DISPOSAL SECTION 152D ROADS ACT 1993</b></p> <p>In accordance with section 152D of the <i>Roads Act 1993</i>, notice is hereby given of the proposed sale of the Crown public roads listed in Schedule 1. If a sale proceeds, the road(s) will cease to be a public road upon transfer of the road to freehold land in accordance with section 152H of the Act. </p> <p>Schedule 1:</p> <ul> <li><p>Crown roads at Big Hill within and adjoining the property at 2060 Brayton Road also known as Glendusk. (File ref: 22/01092, Cluster: 633218)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to Department of Planning and Environment - Crown Lands, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.</p> <p>Any person is entitled to make submissions with respect to the sale or disposal of the road. Please note that submissions may be referred to third parties (such as council or the applicant) for consideration in accordance with the <i>Government Information (Public Access) Act 2009</i>. </p> <p>For further enquiries please visit the website www.industry.nsw.gov.au/lands/access/roads or contact Kristy Smidt by email at kristy.smidt@crownland.nsw.gov.au or on T: 02 6640 3957 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>	725252338		
725252339	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	HILLTOPS COUNCIL	YOUNG	Crown Roads at Young, adjoining the property known as 'Artora' at 3877 Murringo Road.	The Young Witness	13 May 2022	10 June 2022	148.2955297	-34.31345773	<p><br/></p> <p><b>PROPOSED ROAD DISPOSAL SECTION 152D ROADS ACT 1993</b></p> <p>In accordance with section 152D of the <i>Roads Act 1993</i>, notice is hereby given of the proposed sale of the Crown public roads listed in Schedule 1. If a sale proceeds, the road(s) will cease to be a public road upon transfer of the road to freehold land in accordance with section 152H of the Act. </p> <p>Schedule 1:</p> <ul> <li><p>Crown Roads at Young, adjoining the property known as 'Artora' at 3877 Murringo Road. (File ref: 22/01690, Cluster: 633559)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to Department of Planning and Environment - Crown Lands, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.</p> <p>Any person is entitled to make submissions with respect to the sale or disposal of the road. Please note that submissions may be referred to third parties (such as council or the applicant) for consideration in accordance with the <i>Government Information (Public Access) Act 2009</i>. </p> <p>For further enquiries please visit the website www.industry.nsw.gov.au/lands/access/roads or contact Megan Egen by email at megan.egen@crownland.nsw.gov.au or on T:(02) 6640 3905 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>	725252341		
725252342	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	BOGAN SHIRE COUNCIL,LACHLAN SHIRE COUNCIL	FIVE WAYS, BOBADAH	Crown roads at Five Ways within and adjoining the property known as Wharfdale North at 165 Colbain Road.	Nyngan Weekly	12 May 2022	09 June 2022	153.4237389	-28.39541643	<p><br/></p> <p><b>PROPOSED ROAD DISPOSAL SECTION 152D ROADS ACT 1993</b></p> <p>In accordance with section 152D of the <i>Roads Act 1993</i>, notice is hereby given of the proposed sale of the Crown public roads listed in Schedule 1. If a sale proceeds, the road(s) will cease to be a public road upon transfer of the road to freehold land in accordance with section 152H of the Act. </p> <p>Schedule 1:</p> <ul> <li><p>Crown roads at Five Ways within and adjoining the property known as Wharfdale North at 165 Colbain Road. (File ref: 22/01760, Cluster: 633669)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to Department of Planning and Environment - Crown Lands, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.</p> <p>Any person is entitled to make submissions with respect to the sale or disposal of the road. Please note that submissions may be referred to third parties (such as council or the applicant) for consideration in accordance with the <i>Government Information (Public Access) Act 2009</i>. </p> <p>For further enquiries please visit the website www.industry.nsw.gov.au/lands/access/roads or contact Kristy Smidt by email at kristy.smidt@crownland.nsw.gov.au or on T: 02 6640 3957 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>	725252344		
725252345	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	EUROBODALLA SHIRE COUNCIL	MORUYA	Crown road at Moruya, adjoining Lot 6 DP1171646 being south of Turnbulls Lane and east of Spencer Street.	Bay Post Moruya Examiner	11 May 2022	08 June 2022	150.0828554	-35.91252122	<p><br/></p> <p><b>PROPOSED ROAD DISPOSAL SECTION 152D ROADS ACT 1993</b></p> <p>In accordance with section 152D of the <i>Roads Act 1993</i>, notice is hereby given of the proposed sale of the Crown public roads listed in Schedule 1. If a sale proceeds, the road(s) will cease to be a public road upon transfer of the road to freehold land in accordance with section 152H of the Act. </p> <p>Schedule 1:</p> <ul> <li><p>Crown road at Moruya, adjoining Lot 6 DP1171646 being south of Turnbulls Lane and east of Spencer Street. (File ref: 22/02083, Cluster: 633778)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to Department of Planning and Environment - Crown Lands, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.</p> <p>Any person is entitled to make submissions with respect to the sale or disposal of the road. Please note that submissions may be referred to third parties (such as council or the applicant) for consideration in accordance with the <i>Government Information (Public Access) Act 2009</i>. </p> <p>For further enquiries please visit the website www.industry.nsw.gov.au/lands/access/roads or contact Ashleigh Gibbins by email at ashleigh.gibbins@crownland.nsw.gov.au or on T:02 6640 3924 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>	725252347		
725252348	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	LISMORE CITY COUNCIL	BLUE KNOB	Crown road at Blue Knob adjoining the property at 2 Betterridge Road.	Northern Rivers Times	12 May 2022	09 June 2022	153.1875269	-28.54362052	<p><br/></p> <p><b>PROPOSED ROAD DISPOSAL SECTION 152D ROADS ACT 1993</b></p> <p>In accordance with section 152D of the <i>Roads Act 1993</i>, notice is hereby given of the proposed sale of the Crown public roads listed in Schedule 1. If a sale proceeds, the road(s) will cease to be a public road upon transfer of the road to freehold land in accordance with section 152H of the Act. </p> <p>Schedule 1:</p> <ul> <li><p>Crown road at Blue Knob within and adjoining the properties at 77 Suffolk Road and 732 Blue Knob Road. (File ref: 20/09207, Cluster: 624791)&nbsp; </p> </li> <li><p>Crown road at Blue Knob adjoining the property at 2 Betterridge Road. (File ref: 22/02000, Cluster: 633813)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to Department of Planning and Environment - Crown Lands, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.</p> <p>Any person is entitled to make submissions with respect to the sale or disposal of the road. Please note that submissions may be referred to third parties (such as council or the applicant) for consideration in accordance with the <i>Government Information (Public Access) Act 2009</i>. </p> <p>For further enquiries please visit the website www.industry.nsw.gov.au/lands/access/roads or contact Kristy Smidt by email at kristy.smidt@crownland.nsw.gov.au or on T: 02 6640 3957 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>	725252350		
725252348	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	LISMORE CITY COUNCIL	BLUE KNOB	Crown road at Blue Knob within and adjoining the properties at 77 Suffolk Road and 732 Blue Knob Road.	Northern Rivers Times	12 May 2022	09 June 2022	153.1875269	-28.54362052	<p><br/></p> <p><b>PROPOSED ROAD DISPOSAL SECTION 152D ROADS ACT 1993</b></p> <p>In accordance with section 152D of the <i>Roads Act 1993</i>, notice is hereby given of the proposed sale of the Crown public roads listed in Schedule 1. If a sale proceeds, the road(s) will cease to be a public road upon transfer of the road to freehold land in accordance with section 152H of the Act. </p> <p>Schedule 1:</p> <ul> <li><p>Crown road at Blue Knob within and adjoining the properties at 77 Suffolk Road and 732 Blue Knob Road. (File ref: 20/09207, Cluster: 624791)&nbsp; </p> </li> <li><p>Crown road at Blue Knob adjoining the property at 2 Betterridge Road. (File ref: 22/02000, Cluster: 633813)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to Department of Planning and Environment - Crown Lands, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.</p> <p>Any person is entitled to make submissions with respect to the sale or disposal of the road. Please note that submissions may be referred to third parties (such as council or the applicant) for consideration in accordance with the <i>Government Information (Public Access) Act 2009</i>. </p> <p>For further enquiries please visit the website www.industry.nsw.gov.au/lands/access/roads or contact Kristy Smidt by email at kristy.smidt@crownland.nsw.gov.au or on T: 02 6640 3957 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>	725252351		
726134196	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	CLARENCE VALLEY COUNCIL	SOUTH GRAFTON	Crown road at South Grafton known as Cambridge Lane between 127 and 131 Cambridge Street	Clarence Valley Review	25 May 2022	22 June 2022	152.9416689	-29.70396339	<p><br/></p> <p><b>PROPOSED ROAD DISPOSAL SECTION 152D ROADS ACT 1993</b></p> <p>In accordance with section 152D of the <i>Roads Act 1993</i>, notice is hereby given of the proposed sale of the Crown public roads listed in Schedule 1. If a sale proceeds, the road(s) will cease to be a public road upon transfer of the road to freehold land in accordance with section 152H of the Act. </p> <p>Schedule 1:</p> <ul> <li><p>Crown road at South Grafton known as Cambridge Lane between 127 and 131 Cambridge Street (File ref: 21/07620, Cluster: 631648)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to Department of Planning and Environment - Crown Lands, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.</p> <p>Any person is entitled to make submissions with respect to the sale or disposal of the road. Please note that submissions may be referred to third parties (such as council or the applicant) for consideration in accordance with the <i>Government Information (Public Access) Act 2009</i>. </p> <p>For further enquiries please visit the website www.industry.nsw.gov.au/lands/access/roads or contact Kristy Smidt by email at kristy.smidt@crownland.nsw.gov.au or on T: 02 6640 3957 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>	726134198		
726134199	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	THE COUNCIL OF THE MUNICIPALITY OF KIAMA	KIAMA, JERRARA	Crown road at Jerrara, adjoining 199 Long Brush Road	Illawarra Mercury	27 May 2022	24 June 2022	150.8546811	-34.67044584	<p><br/></p> <p><b>PROPOSED ROAD DISPOSAL SECTION 152D ROADS ACT 1993</b></p> <p>In accordance with section 152D of the <i>Roads Act 1993</i>, notice is hereby given of the proposed sale of the Crown public roads listed in Schedule 1. If a sale proceeds, the road(s) will cease to be a public road upon transfer of the road to freehold land in accordance with section 152H of the Act. </p> <p>Schedule 1:</p> <ul> <li><p>Crown road at Jerrara, adjoining 199 Long Brush Road (File ref: 11/03081, Cluster: 634406)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to Department of Planning and Environment - Crown Lands, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.</p> <p>Any person is entitled to make submissions with respect to the sale or disposal of the road. Please note that submissions may be referred to third parties (such as council or the applicant) for consideration in accordance with the <i>Government Information (Public Access) Act 2009</i>. </p> <p>For further enquiries please visit the website www.industry.nsw.gov.au/lands/access/roads or contact Mandy Ade by email at mandy.ade@crownland.nsw.gov.au or on T:02 6640 3923 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>	726134201		
